x,y,z
1.784969687461853,0.627772867679596,0.07365889847278595
1.7657365798950195,0.6640876531600952,0.13121961057186127
1.7944740056991577,0.6137333512306213,0.2618959844112396
1.7820698022842407,0.6124556064605713,0.43018200993537903
1.7665961980819702,0.6233952641487122,0.4839456379413605
1.7753018140792847,0.5441499352455139,0.5103024244308472
1.7494672536849976,0.42469608783721924,0.5000248551368713
1.7962825298309326,0.36854633688926697,0.5072445273399353
1.732797622680664,0.21329256892204285,0.506658136844635
1.6777781248092651,0.21556463837623596,0.5203953385353088
1.5797721147537231,0.22269029915332794,0.4948287904262543
1.5042706727981567,0.3000962436199188,0.48678845167160034
1.3940337896347046,0.2583810091018677,0.48220014572143555
1.2986009120941162,0.24986036121845245,0.4941120147705078
1.234757900238037,0.263143926858902,0.4816622734069824
1.118651270866394,0.2432071715593338,0.4691159427165985
1.0368432998657227,0.2218569666147232,0.46506503224372864
0.9284626841545105,0.2412378191947937,0.46825510263442993
0.8630765676498413,0.24936440587043762,0.4454071521759033
0.7580896615982056,0.2311505824327469,0.4705997407436371
0.6606868505477905,0.25089308619499207,0.46047770977020264
0.5707533359527588,0.2623527944087982,0.45922738313674927
0.48409712314605713,0.2573271691799164,0.44909608364105225
0.3833097219467163,0.2412429302930832,0.4648304581642151
0.30149808526039124,0.24614425003528595,0.44487619400024414
0.2074238806962967,0.2389310747385025,0.45335254073143005
0.14270301163196564,0.2557627856731415,0.45251941680908203
0.14771446585655212,0.2533361315727234,0.4494595527648926
0.15188340842723846,0.24975277483463287,0.4487253725528717
0.14459000527858734,0.26301127672195435,0.45843735337257385
0.15118113160133362,0.2671205699443817,0.45193350315093994
0.1531347930431366,0.26640817523002625,0.442062646150589
0.14645977318286896,0.24168287217617035,0.4534338712692261
0.14528772234916687,0.23359739780426025,0.467664897441864
0.1521095633506775,0.2650454342365265,0.45527157187461853
0.15039625763893127,0.24825061857700348,0.45421022176742554
0.1541188508272171,0.2427166998386383,0.4452974796295166
0.15351012349128723,0.25072821974754333,0.45307719707489014
0.15229131281375885,0.2594436705112457,0.448321670293808
0.16242696344852448,0.256046324968338,0.4522622525691986
0.15728674829006195,0.2429814636707306,0.445673406124115
0.15057438611984253,0.2486259490251541,0.44531869888305664
0.15564225614070892,0.24995364248752594,0.44606906175613403
0.1547035276889801,0.253976970911026,0.4413667321205139
0.15045911073684692,0.2510310709476471,0.45129865407943726
0.15418212115764618,0.26737380027770996,0.452140748500824
0.14460055530071259,0.24934908747673035,0.4499652683734894
0.14579515159130096,0.2484147697687149,0.4478699266910553
0.15911659598350525,0.2559360861778259,0.4562302231788635
0.1120147630572319,0.24838624894618988,0.4555511474609375
0.016196593642234802,0.2442849725484848,0.4490603506565094
-0.07978205382823944,0.2665097713470459,0.4488680362701416
-0.1722797006368637,0.2294212132692337,0.44862133264541626
-0.2682371437549591,0.2554836869239807,0.443210244178772
-0.3606760501861572,0.2511987090110779,0.45674338936805725
-0.45303818583488464,0.24361705780029297,0.4519478380680084
-0.5408440232276917,0.24851037561893463,0.44820141792297363
-0.5548420548439026,0.1762268990278244,0.4479830861091614
-0.5533386468887329,0.07416790723800659,0.44181132316589355
-0.5583142042160034,-0.023674694821238518,0.4397515654563904
-0.5499783754348755,-0.11960998177528381,0.4407201111316681
-0.5445020794868469,-0.208260640501976,0.4465613067150116
-0.5492149591445923,-0.30758482217788696,0.45021727681159973
-0.5470190048217773,-0.328422486782074,0.4365863502025604
-0.5893265008926392,-0.31130504608154297,0.3317255973815918
-0.6104826927185059,-0.3138492703437805,0.11759711802005768
